medidor_iot,fecha_instalacion,fecha_desinstalacion,estado,tipo_medidor_id
92:91:67:4D:2A:22,2016-11-01,2024-03-18,Reacondicionado,4
69:AA:2E:55:79:8A,2020-07-22,2021-06-03,Dañado,5
48:BC:C1:B4:73:D6,2020-09-25,2023-03-17,Reacondicionado,5
A0:73:7C:63:B0:09,2016-06-30,2020-06-19,Reacondicionado,4
9A:D4:71:14:43:4C,2017-05-03,2019-01-23,Dañado,4
84:C0:B1:72:35:30,2022-11-15,2025-10-22,Dañado,1
89:00:18:02:C8:EC,2025-05-16,2026-05-03,Dañado,4
6D:02:AD:62:73:22,2024-09-28,2025-07-24,Mantenimiento,5
62:2F:CD:D4:DC:32,2020-08-11,2022-06-26,Mantenimiento,2
73:80:5C:8B:DE:29,2024-11-16,2025-03-27,Reacondicionado,3
F1:64:12:73:BB:CA,2017-06-28,2022-11-20,Dañado,2
9C:77:08:44:F5:F5,2021-09-27,2021-12-21,Mantenimiento,4
8C:AF:3B:0C:F9:1C,2020-02-21,2025-05-16,Mantenimiento,5
05:C1:DE:0C:1F:65,2020-02-28,2021-12-26,Mantenimiento,4
3F:58:E3:27:A7:72,2017-08-26,2019-09-20,Mantenimiento,4
A7:5E:A1:F0:C6:34,2020-05-15,2022-03-10,Dañado,4
EF:75:42:5B:22:CD,2019-08-05,2025-01-01,Mantenimiento,3
29:41:18:AB:39:05,2022-09-13,2024-12-06,Dañado,5
FB:7B:C7:F9:6A:45,2026-03-28,2026-05-11,Dañado,4
42:A5:5E:70:BA:C9,2025-03-07,2026-03-27,Reacondicionado,4
EF:9A:30:E7:97:F9,2023-11-15,2025-02-07,Dañado,3
DD:24:80:51:A5:2B,2023-01-03,2025-07-03,Reacondicionado,5
30:26:39:70:4E:BC,2023-12-23,2024-05-20,Reacondicionado,1
87:9C:05:D5:3F:A7,2022-07-14,2023-03-29,Reacondicionado,3
C3:4F:C4:7F:98:85,2019-08-26,2025-03-11,Mantenimiento,1
37:1B:C8:B1:10:E2,2023-02-19,2023-06-09,Reacondicionado,5
53:8B:F8:E0:CC:9F,2021-05-19,2022-03-04,Dañado,5
70:CF:17:8F:6A:CB,2020-09-20,2025-07-10,Reacondicionado,3
33:77:93:8B:5E:5A,2018-01-29,2019-07-25,Mantenimiento,1
30:88:AA:AD:82:86,2018-03-19,2023-02-02,Dañado,1
6F:9F:33:B5:3B:92,2026-02-03,2026-04-01,Reacondicionado,4
F3:15:72:83:81:04,2025-02-13,2025-08-23,Dañado,5
1E:5C:0E:E9:80:DD,2020-09-09,2025-06-16,Reacondicionado,1
D3:BF:91:DC:AA:13,2017-09-25,2025-06-20,Reacondicionado,1
C7:B5:FC:80:FB:96,2017-11-17,2021-04-08,Dañado,3
F2:79:32:7A:DA:CF,2024-02-02,2025-11-28,Dañado,5
66:F1:CD:E8:02:2A,2014-07-16,2021-09-19,Dañado,4
B4:D2:96:C2:6D:E8,2016-04-30,2021-01-17,Dañado,4
FC:EF:92:72:55:93,2017-12-18,2021-08-01,Dañado,3
5B:BD:7F:5D:D7:46,2023-03-20,2025-08-14,Mantenimiento,2
CF:72:96:50:3B:5D,2024-05-04,2024-09-12,Mantenimiento,4
B6:FE:75:EC:81:13,2015-11-12,2018-09-12,Reacondicionado,5
9F:5A:A5:F6:F3:F1,2023-04-14,2025-09-04,Mantenimiento,3
9F:CE:67:EF:78:B7,2016-10-04,2016-12-19,Mantenimiento,3
9D:DA:50:01:FC:EF,2022-11-14,2025-10-13,Reacondicionado,5
4E:07:A1:4D:19:D2,2015-09-03,2015-11-07,Mantenimiento,2
A2:AD:7B:F1:2B:5D,2019-04-13,2020-08-28,Mantenimiento,3
1B:7D:9B:B0:FA:3A,2022-08-23,2024-05-16,Mantenimiento,5
CE:17:13:18:9C:82,2021-09-06,2025-09-25,Dañado,1
47:7E:3E:B7:B9:A2,2020-04-13,2020-06-03,Reacondicionado,1
36:01:29:2E:95:7A,2021-07-11,2024-11-03,Reacondicionado,5
9D:CD:4B:20:93:7C,2015-09-26,2022-05-25,Dañado,5
2A:FC:5F:C6:D6:2A,2018-03-11,2025-01-30,Mantenimiento,3
4B:30:7B:1E:04:57,2015-07-19,2023-06-15,Reacondicionado,3
CF:F0:83:55:9C:94,2020-01-02,2020-02-03,Mantenimiento,2
3D:87:E5:D1:95:16,2020-02-04,2021-04-04,Dañado,5
92:2A:4E:FA:5C:9F,2021-12-02,2023-05-24,Mantenimiento,3
78:B7:66:B6:B9:6D,2021-01-15,2024-05-03,Mantenimiento,5
93:48:AB:A9:58:8E,2020-12-02,2021-09-11,Reacondicionado,1
24:E2:8C:18:95:42,2016-07-02,2020-06-20,Dañado,4
5A:6C:E9:34:38:D5,2016-11-06,2018-07-23,Reacondicionado,1
87:23:11:1D:A7:08,2018-06-22,2021-07-02,Reacondicionado,5
B5:FC:1A:80:3B:D6,2023-08-27,2025-05-23,Mantenimiento,5
35:58:63:24:D2:2E,2024-03-25,2025-12-20,Mantenimiento,1
56:F4:2F:97:AE:CD,2020-12-31,2022-12-26,Mantenimiento,3
8B:37:23:BF:47:AB,2021-05-18,2022-10-15,Reacondicionado,1
0E:F0:92:C4:C2:CF,2018-02-22,2018-11-26,Dañado,1
91:F5:F0:94:8E:FE,2021-07-30,2025-06-08,Reacondicionado,3
5A:9B:CC:2A:EE:34,2020-12-15,2024-10-31,Reacondicionado,3
62:2F:BD:8B:32:B6,2020-11-18,2026-04-10,Mantenimiento,4
89:D4:72:C8:29:F8,2018-07-24,2026-04-28,Reacondicionado,5
37:46:F7:26:85:7A,2020-10-12,2023-03-10,Reacondicionado,1
29:96:A6:C6:9B:15,2025-03-07,2026-01-31,Dañado,4
AB:18:2A:44:5B:CC,2017-01-31,2021-05-17,Reacondicionado,2
01:5C:51:9A:A4:F5,2025-04-13,2025-12-08,Dañado,3
34:2C:1B:7E:CE:DB,2022-09-27,2024-01-14,Mantenimiento,3
91:80:55:CC:C2:09,2023-09-13,2025-08-31,Mantenimiento,4
F7:BF:61:02:B0:A7,2021-10-03,2024-05-21,Mantenimiento,4
B9:E3:BF:12:B1:FA,2021-03-30,2024-03-23,Mantenimiento,5
E1:1B:A5:95:8E:AC,2020-08-15,2025-12-03,Mantenimiento,1
BD:E8:2B:74:78:BA,2023-01-27,2025-12-07,Mantenimiento,4
1B:E0:19:EB:CD:D7,2015-01-25,2015-04-30,Mantenimiento,2
6D:18:D4:B6:EB:34,2025-06-20,2025-09-11,Dañado,4
80:D5:07:13:E6:39,2023-12-28,2025-01-03,Mantenimiento,3
7A:F1:29:32:D8:96,2015-03-15,2017-03-03,Dañado,4
80:B5:29:BE:A9:BA,2018-03-02,2019-08-25,Mantenimiento,4
F9:B0:6C:B5:F8:7A,2017-12-29,2019-05-04,Dañado,3
BB:C4:AE:45:21:96,2024-10-05,2026-02-25,Mantenimiento,1
BA:2C:B7:43:36:F6,2023-03-23,2023-09-05,Mantenimiento,3
F5:D0:1B:65:A8:60,2020-08-11,2021-08-21,Mantenimiento,4
0F:B7:F5:61:00:10,2016-02-01,2021-07-16,Dañado,1
1E:3C:D1:73:00:43,2024-03-28,2024-06-29,Mantenimiento,1
64:37:03:E0:B6:AB,2019-01-25,2024-03-11,Mantenimiento,1
D8:A0:7D:A2:E4:47,2018-04-05,2019-09-02,Mantenimiento,5
C5:9A:EB:1A:0A:8C,2015-05-17,2026-04-26,Mantenimiento,3
35:7B:B6:83:A4:44,2022-12-12,2024-09-13,Reacondicionado,4
4B:E5:83:79:DD:0D,2019-04-27,2024-05-14,Mantenimiento,5
17:97:82:B4:75:A7,2021-03-14,2026-01-06,Reacondicionado,3
03:0D:30:BB:01:E4,2020-05-16,2026-05-03,Dañado,1
D8:CA:46:80:34:B2,2022-07-22,2025-01-24,Reacondicionado,4
2B:2D:66:D2:4E:3A,2017-12-02,2021-11-08,Dañado,3
FC:E0:00:98:34:E9,2017-04-04,2021-11-12,Reacondicionado,4
95:50:C7:6B:E4:4E,2024-12-28,2025-11-18,Dañado,3
18:B0:38:60:0C:4A,2026-04-21,2026-05-01,Dañado,3
86:98:E9:BB:48:75,2022-08-03,2024-07-15,Reacondicionado,1
8A:32:12:C6:BB:E1,2018-05-19,2024-07-10,Dañado,5
6A:A3:85:5B:72:EC,2021-07-07,2025-09-25,Mantenimiento,3
CD:30:D7:2E:85:7E,2025-09-23,2025-12-06,Reacondicionado,3
59:C5:85:C7:57:25,2025-11-22,2026-01-17,Dañado,1
F3:6D:C7:01:B4:7E,2014-12-29,2025-12-13,Reacondicionado,3
3F:AD:D5:28:D8:A5,2025-03-14,2025-12-01,Mantenimiento,1
8B:E9:8D:75:DE:A1,2019-10-01,2024-02-16,Mantenimiento,2
A5:D6:06:73:AE:E7,2017-12-08,2024-06-29,Reacondicionado,4
DB:B5:78:76:46:31,2016-08-27,2019-09-28,Reacondicionado,1
A1:E4:A8:03:CB:30,2017-08-08,2022-07-19,Reacondicionado,1
DC:01:17:B9:18:55,2025-02-15,2025-11-29,Reacondicionado,4
49:DE:24:E6:F0:F8,2016-07-13,2023-10-23,Reacondicionado,2
CD:D7:8A:81:73:1A,2023-04-13,2024-04-11,Reacondicionado,5
22:D7:45:44:2F:46,2025-07-29,2025-08-30,Dañado,4
16:9E:C7:A9:8C:16,2021-03-05,2024-12-13,Dañado,5
50:0E:49:32:5B:7D,2023-03-14,2025-11-01,Mantenimiento,5
2C:63:10:A9:13:8D,2015-10-30,2016-07-09,Dañado,4
19:0C:02:9F:70:16,2016-07-28,2023-04-18,Mantenimiento,4
4D:EB:9F:72:60:C0,2021-08-22,2021-10-05,Dañado,2
D5:C7:56:38:9F:C5,2022-08-06,2024-04-27,Mantenimiento,2
0E:5D:97:B3:7D:7B,2021-02-11,2024-12-06,Reacondicionado,4
2C:76:B0:BB:BD:EF,2025-04-08,2025-06-21,Reacondicionado,3
83:3A:0E:97:01:65,2020-10-30,2022-08-23,Mantenimiento,3
14:7C:31:49:C9:21,2026-04-15,2026-05-17,Reacondicionado,1
02:E6:30:AC:8C:3A,2015-08-21,2016-03-11,Mantenimiento,3
17:98:B1:CB:C0:7C,2025-06-23,2025-12-12,Dañado,1
45:70:A8:F4:98:D9,2015-10-27,2017-11-03,Dañado,2
64:01:65:A7:5A:64,2020-06-14,2024-05-03,Mantenimiento,4
09:51:44:57:5A:15,2017-01-24,2023-06-11,Reacondicionado,3
30:D8:5B:56:82:22,2020-09-11,2022-02-28,Mantenimiento,5
6D:FE:39:21:1A:11,2026-02-25,2026-04-02,Mantenimiento,4
B9:39:77:08:42:AC,2016-07-18,2023-11-09,Mantenimiento,1
F5:9D:E6:1F:95:36,2019-08-31,2020-09-25,Reacondicionado,4
E1:F1:2E:60:30:58,2015-09-01,2025-10-22,Reacondicionado,4
4F:FE:E4:69:59:9D,2016-05-13,2020-03-07,Mantenimiento,1
C8:0A:36:DC:42:C8,2015-06-12,2022-03-06,Reacondicionado,5
E7:CF:D6:5A:09:18,2022-10-14,2023-05-07,Dañado,5
D6:A1:BD:18:E7:12,2019-08-10,2023-11-15,Dañado,3
B2:CF:18:A7:26:FF,2016-05-25,2024-12-20,Mantenimiento,5
2B:CA:E4:F8:C7:F9,2015-04-09,2015-11-23,Reacondicionado,1
B4:AE:27:ED:47:B0,2022-01-30,2022-07-15,Mantenimiento,1
5A:90:D0:AF:DC:3F,2020-06-13,2025-11-06,Dañado,5
30:D7:DD:66:D2:E4,2017-11-16,2018-03-18,Dañado,5
09:D9:AC:E9:E4:9A,2016-03-23,2018-11-25,Dañado,2
E9:AD:A6:D4:0B:C8,2025-10-12,2026-03-05,Mantenimiento,2
27:59:A2:63:35:83,2018-06-03,2018-07-18,Dañado,4
65:30:99:83:5A:29,2015-06-11,2017-12-09,Reacondicionado,3
6C:66:C2:41:23:62,2023-03-05,2026-05-07,Reacondicionado,5
F0:B5:11:53:D6:57,2022-11-25,2024-09-23,Mantenimiento,5
8F:28:57:D4:26:BB,2017-10-08,2025-05-11,Mantenimiento,4
26:F9:BB:97:32:D4,2024-05-29,2025-11-29,Mantenimiento,2
8C:B0:CD:E8:3A:9A,2024-01-24,2024-02-25,Dañado,2
45:7C:1A:0D:A5:46,2021-08-11,2022-05-02,Dañado,4
23:C8:9C:F1:D7:7B,2018-10-24,2019-07-06,Mantenimiento,2
B2:E0:02:67:E8:57,2019-12-12,2020-10-07,Reacondicionado,1
36:AC:A7:BD:57:9F,2024-12-01,2025-02-08,Reacondicionado,4
82:65:D9:2F:A7:0F,2016-02-17,2018-08-18,Dañado,3
D3:A6:79:1B:3C:5F,2016-10-03,2020-05-23,Mantenimiento,5
79:C6:C9:DC:7F:44,2024-10-31,2026-05-03,Dañado,1
2A:70:28:3F:E5:5C,2025-03-21,2025-07-13,Mantenimiento,4
20:17:1A:42:66:BA,2017-06-04,2021-02-26,Reacondicionado,3
D9:A6:9A:75:28:6D,2022-06-23,2023-09-22,Mantenimiento,3
EC:62:69:26:D8:67,2022-03-12,2024-09-15,Mantenimiento,3
81:E4:F6:BE:78:94,2019-01-16,2021-04-16,Mantenimiento,5
C3:30:02:9C:3E:55,2024-05-20,2024-06-24,Mantenimiento,4
0A:AD:5F:4E:B8:83,2020-12-01,2021-09-11,Mantenimiento,1
B3:CD:96:64:77:DF,2025-03-22,2025-10-31,Mantenimiento,1
CA:96:C3:9F:2F:6F,2026-03-30,2026-05-03,Dañado,1
B6:F1:C0:A9:58:5E,2024-11-22,2025-06-05,Mantenimiento,1
97:4B:0C:77:C1:8A,2014-11-09,2015-08-03,Dañado,4
1B:D8:D1:7E:33:FC,2015-07-22,2017-07-01,Dañado,2
2F:61:A4:35:31:AC,2018-06-27,2020-06-02,Mantenimiento,1
59:13:1B:08:2F:C6,2024-05-10,2026-05-10,Dañado,1
C7:94:53:64:BE:77,2021-01-30,2022-06-11,Mantenimiento,5
0C:B8:94:08:CB:FD,2018-06-09,2025-09-29,Reacondicionado,1
72:E9:8C:45:4E:0B,2021-11-10,2025-06-09,Reacondicionado,4
9C:BB:2C:89:7F:7A,2022-01-21,2022-06-16,Mantenimiento,5
35:C2:0F:71:BF:70,2014-07-06,2017-09-24,Mantenimiento,5
90:4C:F3:57:31:D0,2015-09-06,2018-04-24,Reacondicionado,3
8B:5A:6B:C7:0B:17,2019-08-03,2021-03-09,Mantenimiento,5
4F:1B:C0:4A:5E:E8,2015-04-03,2018-04-11,Dañado,5
D7:5B:F0:95:8E:11,2026-01-28,2026-03-08,Mantenimiento,3
49:24:75:00:D5:6B,2016-10-03,2023-03-02,Mantenimiento,5
FC:54:0A:FA:71:91,2020-07-03,2023-05-30,Dañado,5
79:01:0A:66:7F:F4,2020-05-14,2024-01-23,Reacondicionado,5
45:46:2F:57:C3:D3,2024-01-30,2025-03-22,Reacondicionado,5
BB:31:5E:33:F7:00,2021-01-30,2026-01-12,Dañado,5
8F:77:07:57:62:E2,2024-01-07,2026-01-02,Reacondicionado,3
3F:90:9C:33:39:DA,2015-04-08,2019-06-17,Reacondicionado,5
C3:DA:A3:B0:E9:89,2021-10-26,2024-11-01,Dañado,5
49:E2:3E:D1:3A:9D,2024-01-15,2024-10-27,Reacondicionado,2
D6:D0:7B:1E:59:DC,2018-09-23,2024-10-20,Reacondicionado,3
1F:29:8B:E3:5A:33,2025-02-09,2025-11-24,Reacondicionado,4
91:00:F3:01:57:EE,2016-07-07,2023-08-01,Dañado,2
5E:DA:B5:03:C5:E4,2018-06-05,2023-02-26,Mantenimiento,3
3E:7D:93:05:AB:87,2020-12-03,2022-01-15,Reacondicionado,2
26:1B:CC:DE:B3:AE,2025-04-23,2026-03-04,Dañado,3
01:A9:0F:8E:ED:32,2021-11-29,2025-03-02,Dañado,3
53:CA:2B:75:B6:6A,2017-07-05,2023-07-09,Reacondicionado,2
0F:4C:7D:35:08:57,2023-11-10,2026-02-01,Dañado,3
9B:F0:BC:17:86:06,2016-04-09,2019-03-23,Mantenimiento,5
6C:C2:1E:3E:15:38,2022-04-28,2022-11-27,Dañado,5
CE:53:F5:0A:73:22,2015-05-27,2017-09-18,Mantenimiento,1
E6:8E:92:8E:81:06,2025-08-13,2025-10-17,Mantenimiento,3
4B:10:C3:87:CD:AE,2019-07-04,2022-08-04,Reacondicionado,1
98:AD:25:AC:B5:99,2021-04-06,2025-03-16,Reacondicionado,2
98:63:89:FE:F7:78,2023-09-04,2024-09-12,Reacondicionado,5
F2:08:EC:58:FD:B3,2025-08-31,2025-12-30,Dañado,4
60:7F:B5:55:DC:64,2025-01-02,2025-06-09,Dañado,4
57:82:3A:C1:89:59,2021-08-01,2024-07-05,Mantenimiento,4
00:28:35:B1:98:D0,2020-12-04,2023-12-26,Mantenimiento,5
3C:E7:72:77:7E:F5,2024-10-04,2026-03-25,Reacondicionado,5
4C:A7:F9:12:07:AB,2025-10-08,2026-02-28,Mantenimiento,1
D8:DE:91:A2:30:2E,2015-09-22,2023-03-24,Mantenimiento,5
5D:E0:DD:53:58:A4,2019-10-25,2024-01-01,Mantenimiento,1
7F:2F:C1:30:88:EB,2017-08-16,2021-09-21,Reacondicionado,4
F6:C5:81:06:2A:F0,2015-05-04,2018-05-27,Mantenimiento,3
78:71:D7:7B:DD:12,2019-11-22,2025-05-24,Mantenimiento,1
D3:3C:B4:E7:50:67,2024-09-01,2026-05-03,Mantenimiento,2
57:74:30:D8:8A:EE,2024-05-31,2024-08-25,Reacondicionado,3
58:48:9C:53:EA:6C,2021-12-17,2024-07-04,Mantenimiento,3
03:91:4E:2C:F7:EA,2025-12-17,2026-04-01,Dañado,4
45:48:22:04:59:ED,2015-12-23,2023-12-03,Reacondicionado,3
EF:29:5F:1F:E9:AB,2020-06-22,2021-06-11,Mantenimiento,3
1C:B0:63:52:0B:4F,2026-01-24,2026-05-07,Mantenimiento,2
A6:46:06:4B:AD:F4,2021-05-02,2023-03-30,Mantenimiento,4
BF:7A:12:58:3F:40,2021-10-26,2022-07-05,Reacondicionado,1
2D:2B:B9:D0:AC:CD,2015-11-12,2025-12-13,Dañado,1
1A:34:BF:AA:36:9D,2017-07-30,2019-05-30,Mantenimiento,4
E4:C2:47:F3:FB:EE,2019-04-19,2020-11-25,Mantenimiento,3
7D:F3:71:3D:FF:63,2021-06-28,2023-06-05,Mantenimiento,3
CF:B1:45:DD:D5:90,2015-04-13,2015-09-14,Mantenimiento,1
E4:A6:5D:CC:24:8B,2021-05-28,2022-12-26,Reacondicionado,1
8A:7A:44:4F:35:B4,2024-10-27,2026-03-10,Mantenimiento,1
C4:10:9C:75:FB:6B,2016-04-09,2019-10-24,Dañado,5
24:46:C6:26:77:D2,2022-10-27,2023-06-26,Dañado,3
8A:15:2F:DC:3F:56,2026-04-25,2026-05-17,Reacondicionado,1
2B:CD:76:D4:7B:D6,2016-08-17,2024-05-19,Dañado,4
97:E1:C1:01:87:8A,2025-09-09,2026-01-04,Reacondicionado,4
FE:1A:E4:6F:5F:BC,2024-08-12,2025-05-10,Mantenimiento,1
6E:7B:4C:CE:DA:F3,2021-09-04,2024-03-24,Reacondicionado,2
50:DB:57:20:C6:E8,2019-10-31,2024-10-21,Reacondicionado,5
0D:30:C3:F7:FD:66,2024-04-12,2025-04-13,Dañado,1
AD:93:ED:01:0F:5E,2019-08-30,2025-10-30,Dañado,1
82:41:28:C5:03:A7,2024-03-02,2024-11-12,Reacondicionado,1
ED:E1:96:4E:A1:66,2017-02-19,2018-09-26,Reacondicionado,4
24:DF:5E:69:E8:8F,2025-05-18,2026-03-02,Mantenimiento,3
30:B9:EE:A0:68:07,2020-07-24,2022-01-16,Mantenimiento,4
5A:C5:B3:61:90:B7,2022-03-23,2026-03-12,Dañado,3
AE:8F:C3:2B:CA:16,2019-04-11,2021-02-23,Mantenimiento,5
12:34:09:A4:55:1F,2023-04-21,2025-01-04,Mantenimiento,5
BC:0F:F2:09:16:2E,2016-12-29,2018-07-09,Mantenimiento,3
1B:2A:CE:11:77:73,2019-10-08,2024-11-19,Reacondicionado,2
36:25:15:87:1F:CA,2020-12-26,2025-08-24,Reacondicionado,3
27:26:B4:E1:42:7F,2015-05-05,2015-12-28,Dañado,1
53:14:6C:4C:6F:3D,2023-11-26,2024-01-12,Dañado,4
AE:10:AB:CA:04:24,2015-11-22,2021-07-01,Reacondicionado,3
89:A4:AF:E8:24:E1,2019-07-03,2025-10-27,Reacondicionado,2
1C:F5:55:FF:99:86,2019-06-07,2020-11-27,Dañado,2
D0:35:A3:2D:14:1C,2020-02-15,2021-10-10,Reacondicionado,1
5E:02:83:9C:01:2E,2022-02-27,2025-10-25,Reacondicionado,1
0C:35:B3:BC:FD:6D,2025-09-10,2026-01-15,Reacondicionado,2
CD:D5:B8:8D:13:2A,2018-03-29,2022-05-01,Dañado,2
31:E1:47:6A:24:75,2014-08-31,2024-06-21,Mantenimiento,1
05:FC:FB:7B:7D:CA,2016-12-30,2020-01-24,Mantenimiento,1
56:9C:04:B1:EB:E5,2020-11-04,2023-05-06,Reacondicionado,1
71:CC:01:E3:00:93,2019-12-06,2026-04-14,Reacondicionado,5
E4:57:8F:9F:4C:3C,2025-11-05,2026-04-07,Reacondicionado,2
DF:68:9A:A4:29:BA,2015-10-11,2020-09-11,Dañado,1
89:05:2D:7A:EB:1D,2022-06-19,2023-01-09,Dañado,5
F7:AB:5D:07:3E:95,2020-06-15,2020-08-18,Dañado,5
D6:2C:76:D7:A3:74,2021-06-30,2025-11-14,Dañado,5
65:CF:FA:84:CC:D5,2016-02-03,2025-07-20,Mantenimiento,5
F4:B0:CA:1F:FD:84,2015-04-05,2019-02-08,Mantenimiento,5
76:27:CA:62:87:4B,2017-11-28,2023-06-18,Reacondicionado,5
02:BD:EC:DA:A5:4D,2019-01-13,2020-08-14,Reacondicionado,5
E5:67:E8:9E:01:28,2020-07-02,2022-03-05,Dañado,5
C0:77:59:DE:86:C5,2020-10-06,2025-01-27,Mantenimiento,2
D7:D5:DF:81:E9:8F,2015-11-16,2022-07-08,Dañado,3
8E:7C:2E:1D:1B:C8,2019-01-02,2020-02-24,Mantenimiento,3
90:B1:79:0F:25:DD,2024-07-02,2026-02-24,Dañado,3
5E:45:93:6F:09:AA,2025-05-20,2025-12-12,Reacondicionado,2
8B:D6:3D:0C:70:54,2016-06-09,2019-07-11,Dañado,2
69:F4:F0:E8:6D:8A,2026-03-15,2026-04-20,Mantenimiento,3
12:BE:09:EB:3D:70,2025-08-11,2025-11-10,Dañado,2
1C:F6:50:52:B8:A0,2018-01-31,2025-04-01,Dañado,2
61:6E:26:CF:39:66,2020-01-28,2026-02-16,Dañado,3
BA:3A:FA:8A:0B:43,2023-02-03,2024-07-29,Reacondicionado,5
29:30:C3:19:16:B7,2017-10-16,2022-10-07,Mantenimiento,4
21:51:FD:8D:78:B9,2019-08-20,2023-02-02,Mantenimiento,2
4F:3C:92:31:8F:85,2015-04-22,2022-01-08,Dañado,2
CC:6C:FD:05:B2:96,2017-10-30,2018-03-02,Reacondicionado,3
6B:A9:8F:83:17:FE,2025-05-16,2025-11-05,Reacondicionado,2
26:ED:93:A3:DD:B9,2020-06-20,2025-12-22,Reacondicionado,1
5C:D3:F5:3B:F6:C3,2015-07-09,2016-01-21,Mantenimiento,2
35:1F:72:6B:D0:00,2017-11-22,2021-12-19,Mantenimiento,4
59:E0:97:02:27:7A,2018-03-31,2020-01-06,Mantenimiento,4
17:31:47:C6:9E:7B,2017-02-03,2017-11-01,Mantenimiento,2
ED:35:54:A7:03:9F,2023-04-30,2025-03-20,Dañado,1
B8:4A:57:32:7B:0A,2018-07-31,2024-01-25,Dañado,2
C8:53:DA:B0:4B:49,2017-06-02,2019-11-12,Mantenimiento,1
25:F2:DA:1E:4D:23,2017-01-12,2019-08-13,Mantenimiento,5
1F:B8:AA:2C:42:44,2016-10-24,2017-01-08,Dañado,1
CC:48:70:9E:6A:AE,2025-01-03,2025-05-03,Dañado,1
52:79:22:33:EC:FA,2023-05-09,2024-09-14,Mantenimiento,4
FF:C0:BB:99:E2:62,2015-02-09,2022-06-08,Dañado,5
E9:59:6D:C5:57:CF,2016-10-31,2021-04-17,Reacondicionado,4
05:D6:42:D5:F3:59,2024-01-28,2024-12-26,Mantenimiento,5
D0:B5:41:D0:DC:4D,2024-08-10,2024-10-08,Reacondicionado,3
4A:1E:4A:73:D9:E6,2024-01-16,2026-04-02,Mantenimiento,3
3E:1D:7B:8F:51:2C,2020-07-21,2021-11-30,Dañado,5
42:76:5A:3C:38:28,2014-08-18,2024-01-07,Mantenimiento,3
64:FD:50:BB:EE:15,2021-07-31,2026-03-14,Dañado,2
2F:D2:53:C4:DF:65,2019-10-25,2022-11-26,Mantenimiento,4
29:78:14:D0:EB:EA,2019-07-05,2026-04-25,Reacondicionado,4
7A:13:67:62:8D:E9,2015-11-30,2022-12-14,Mantenimiento,5
01:53:F3:82:A2:CD,2018-03-02,2022-12-23,Mantenimiento,2
AD:09:62:29:EC:74,2016-11-22,2023-10-10,Mantenimiento,5
16:D9:96:CB:CC:FF,2023-11-24,2024-04-01,Mantenimiento,2
18:AA:36:2E:71:0B,2014-11-30,2017-10-29,Mantenimiento,2
6F:53:8F:CF:AF:41,2022-03-06,2022-10-18,Mantenimiento,1
10:9D:91:9F:34:6A,2018-10-11,2021-06-07,Reacondicionado,5
B5:65:1F:3E:A0:15,2021-11-26,2023-04-27,Mantenimiento,5
13:D7:B1:3C:EA:A5,2024-03-08,2026-01-12,Mantenimiento,4
4A:D7:BE:43:C2:21,2026-03-08,2026-04-10,Reacondicionado,3
58:D4:08:47:BB:53,2014-06-23,2016-11-04,Dañado,3
D4:AA:35:EE:95:5B,2015-05-20,2017-05-13,Dañado,4
DE:7F:B1:64:35:74,2021-12-28,2022-05-18,Reacondicionado,5
64:C9:77:F6:72:34,2025-03-12,2026-03-01,Dañado,2
68:59:65:64:6C:BB,2025-02-24,2025-06-07,Reacondicionado,4
89:A4:5B:3F:BD:DA,2019-07-16,2019-10-30,Dañado,3
7B:38:38:83:7D:70,2019-11-26,2025-09-22,Mantenimiento,1
21:0D:1D:A0:FA:7B,2019-12-31,2020-06-22,Dañado,3
C6:25:64:23:1B:07,2021-03-29,2026-05-06,Mantenimiento,1
6B:00:94:B8:04:39,2023-04-06,2025-05-24,Reacondicionado,1
F5:F1:44:66:38:57,2026-01-08,2026-03-04,Mantenimiento,4
CF:81:93:06:9B:23,2022-11-07,2024-04-06,Mantenimiento,3
86:C8:8D:A6:29:4F,2015-10-24,2025-08-04,Dañado,5
BD:03:2A:41:15:1E,2019-11-08,2021-12-11,Mantenimiento,5
D8:75:54:57:CA:D7,2018-03-04,2020-11-18,Reacondicionado,2
F4:1B:2E:73:D5:2E,2022-08-23,2025-08-12,Dañado,2
CC:9B:50:D5:F8:6D,2023-08-22,2024-06-07,Mantenimiento,5
5E:77:E5:9E:71:88,2019-07-12,2025-04-29,Dañado,4
3B:57:11:AB:BB:7E,2014-06-07,2025-02-01,Dañado,5
7D:7D:89:E8:21:E8,2016-03-07,2025-04-14,Reacondicionado,4
73:98:D7:AC:5E:BA,2019-06-05,2025-03-04,Mantenimiento,1
A6:77:9F:7D:02:78,2024-06-16,2024-12-10,Reacondicionado,2
B2:A9:3A:0C:D2:8E,2020-03-18,2021-02-10,Dañado,4
9C:5C:69:30:2B:CD,2019-05-13,2024-02-10,Dañado,5
63:F6:69:CB:D3:A9,2017-05-22,2025-07-13,Mantenimiento,3
D0:4D:B6:49:6B:25,2019-04-10,2023-12-03,Mantenimiento,1
D6:DE:59:5F:EB:7B,2024-01-06,2026-05-17,Dañado,1
66:F4:D2:E4:36:B8,2019-07-21,2023-11-23,Dañado,3
C8:7E:07:9D:01:05,2018-12-29,2022-01-14,Mantenimiento,2
E6:F4:15:CE:34:20,2017-07-19,2019-09-21,Dañado,4
